year_x,wdi_gdpgr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_inflation,wdi_fertility,oecd_houswealth_t1a,oecd_houswealth_t1f,oecd_emplage_t1a,wdi_lfpyne,oecd_taxapw_t1,kun_wiqreco_all,nrmi_nrpi,kun_wiqreco_full,OECD_PPA,OECD_PFA_USD,OECD_PFA_PC_GDP
2009,-4.510485600117846,41705.93912346834,41351.69288796164,1.96173173560107,1.89,26.02175,39.78411,47.875,59.22,32.407154,8.0,,7.0,1631332.067,1631332.067,64.909
2010,2.430072895027038,42385.86022403495,42025.83880409698,2.49265472467065,1.92,25.72728,40.47429,46.825,58.44,32.582675,6.0,98.3340523654506,5.0,1793721.721,1793721.721,71.061
2011,1.067610914036578,42504.89635299314,42143.86385162509,3.85611244682819,1.91,24.47432,45.52232,45.8,58.21,32.456784,,98.3340523654477,,1886204.894,1886204.894,73.307
2012,1.448456756885051,42821.76128380628,42458.03736219295,2.57323479654528,1.92,24.98132,45.2682,46.2,58.64,32.091517,,98.3340523654265,,2146166.79,2146166.79,79.385
2013,1.819863374683678,43310.02055740705,42942.14940848607,2.29166666666666,1.83,25.59358,43.34492,46.25,58.32,31.361598,,98.3340523654265,,2364943.131,2364943.131,80.575
2014,3.19970262614801,44367.85299791053,43990.99672198555,1.45112016293279,1.81,23.91623,46.46056,48.0,57.81,30.956356,,98.3340523654265,,2300809.618,2300809.618,79.134
2015,2.393103183986,45071.07432348728,44688.24495326089,0.368046842325369,1.8,24.44862,45.25261,50.0,58.52,30.814131,,98.3605536683641,,2278920.65,2278920.65,80.054
2016,2.165206210521831,45699.29696318884,45311.13153028525,1.00841736811403,1.79,23.78891,46.62527,50.85,58.34,30.913017,,98.36055366836348,,2205295.886,2205295.886,89.656
2017,2.443570469879859,46499.01354562641,46104.05539699083,2.55775577557754,1.74,23.91338,45.7449,50.65,57.48,31.004221,,98.3605536683629,,2653018.155,2653018.155,94.174
2018,1.705021022329035,47006.14292676832,46606.87726994662,2.29283990345939,1.68,24.62661,44.99614,50.625,57.09,30.897049,,98.3605536683541,,2638795.222,2638795.222,96.344
2019,1.604308647873992,47491.59456300587,47088.20552667823,1.73810460086511,1.63,,,,56.64,,,98.3605536683547,,3142717.344,3142717.344,107.003
2020,-11.03085845519794,42098.60293016597,41741.0214460528,0.98948670377243,1.56,,,,,,,98.36055366839652,,3507625.66,3507625.66,123.897
2021,7.597470972281982,45334.15700444332,44949.09303522898,2.51837109614205,1.56,,,,,,,98.3605536683977,,3745229.932,3745229.932,122.801
2022,4.101621380813583,47232.27180782921,46831.08543404155,7.92204883147916,,,,,,,,98.3605536683977,,2561509.028,2561509.028,85.201
1981,2.537719307148279,31640.67778668737,,10.3347153402771,1.812,,,57.6432,67.7,,,,,1098200.0,863728.0,27.814
1982,-1.802887408851092,30775.44138925342,,6.13142700027494,1.8275,,,55.28709,67.2,,,,,1351301.0,1046201.0,32.395
1983,4.583913355301689,31893.19904872709,,3.21243523316063,1.799,,,55.62901,67.1,,,,,1633814.0,1254159.0,35.743
1984,7.236633150186208,33906.35124350686,,4.30053547523427,1.8065,,,58.30947,67.7,,,,,1853905.0,1379112.0,35.338
1985,4.169656223377288,35008.53022814009,,3.54564415209369,1.844,,,59.0015,68.3,,,,,2312613.0,1828127.0,43.657
1986,3.462645971068795,35887.55450104736,,1.89804772234275,1.8375,,,59.48774,68.6,,,,,2633097.0,1998913.0,45.146
1987,3.459251989733019,36798.60440630819,,3.66456321751691,1.872,,,60.05712,68.4,,,,,2880714.67,2156201.67,45.856
1988,4.177061291404002,37989.19238115495,,4.07774110744408,1.934,,,60.82959,68.4,,,,,3167465.14,2302850.14,45.476
1989,3.672648149507879,39014.204109084,,4.82700303008949,2.014,,,61.11715,68.6,,,,,3677074.21,2673464.21,49.129
1990,1.885964956680326,39303.48900942623,40451.49840483703,5.39795643990322,2.081,,,59.78778,67.3,,9.0,,9.0,3905518.23,2740748.23,47.606
1991,-0.108264790855543,38739.79832082253,39871.34296404638,4.23496396453853,2.0625,,,57.15594,66.0,,13.0,,12.0,4556588.0,3209119.0,53.963
1992,3.522440527405024,39552.02187794819,40707.29063061512,3.0288196781497,2.046,,,56.72354,66.1,,11.0,,10.0,4957826.0,3447098.0,54.831
1993,2.751781050966429,40108.00803711927,41279.51650159127,2.95165696638554,2.0195,,,57.23212,66.1,,13.0,,12.0,5539735.0,3841361.0,58.165
1994,4.028793259919027,41215.34293076323,42419.19536504066,2.6074415921546,2.0015,,,58.12646,66.55,,10.0,,9.0,5873420.0,4100146.0,58.427
1995,2.684217272077859,41820.68018762347,43042.2138221145,2.80541968853655,1.978,12.82596,28.59075,58.25953,66.44,,10.0,,9.0,6916603.0,4832953.0,65.823
1996,3.772565499214139,42896.41648292094,44149.371128755,2.9312041999344,1.976,12.18101,28.89225,57.62483,65.7,,8.0,,7.0,7800987.0,5560654.0,71.637
1997,4.447174945245251,44267.90588174888,45560.92014455951,2.33768993730741,1.971,11.22154,28.12102,58.03733,65.71,,8.0,,8.0,9007215.0,6439861.0,78.05
1998,4.481394431553156,45715.69264538489,47050.99508283587,1.55227909874362,1.999,10.45601,27.73045,58.98952,65.87,,10.0,,10.0,10326970.0,7228607.0,83.139
1999,4.794499044675078,47360.53641771791,48743.88283681561,2.18802719697358,2.0075,9.667166,27.1245,58.99432,65.48,,9.0,,9.0,11829796.0,8113309.0,88.033
2000,4.077159479416181,48746.04096007672,50169.8563622622,3.37685727149935,2.056,10.18536,28.11232,59.65937,65.81,30.843152,9.0,,9.0,11679835.0,7944684.0,81.36
2001,0.9543387287083788,48726.58167272995,50149.82869166839,2.82617111885402,2.0305,11.16584,28.53764,57.71646,64.53,30.739565,9.0,,9.0,11226402.0,7485041.0,70.734
2002,1.695942922749566,49095.33179869958,50529.34958175698,1.58603162650603,2.0205,12.26126,29.51747,55.6932,63.28,30.584252,10.0,,10.0,10565163.0,6928417.0,63.394
2003,2.796209100671703,50036.23423493215,51497.73468846445,2.27009497336113,2.0475,11.78129,28.52267,53.90615,61.56,30.460411,9.0,,9.0,12413754.0,8203693.0,71.608
2004,3.852552600643506,51485.20741246971,52989.0306944184,2.67723669309173,2.0515,11.39634,27.51463,53.89894,61.14,30.482758,8.0,,7.0,13748809.0,9052570.0,74.097
2005,3.483220320252585,52789.73141877557,54331.65833613991,3.39274684549547,2.057,11.3039,27.12216,53.90497,60.78,30.418159,7.0,,6.0,14605439.0,9664388.0,74.118
2006,2.782810625843268,53738.09172515608,55307.71914874517,3.22594410070407,2.108,11.20549,26.32498,54.24495,60.62,30.552005,7.0,,6.0,16390662.0,10523899.0,76.174
2007,2.010507551633282,54299.6172405205,55885.64617409377,2.85267248150136,2.12,11.39129,26.40791,53.12725,59.39,30.917168,11.0,,10.0,17669759.0,11173455.0,77.196
2008,0.1221884429746467,53854.16061165778,55427.1782729987,3.83910029665101,2.072,13.99646,28.64877,51.2261,58.78,30.061773,15.0,,13.0,13931285.0,8688089.0,58.823
2009,-2.599888351085582,51996.18349524216,53514.93179679185,-0.35554626629975,2.002,13.41402,29.0892,46.85199,56.86,30.278889,15.0,,13.0,16190426.69,10030777.69,69.283
2010,2.708856694196811,52963.46416971239,54510.46561952646,1.64004344238989,1.931,12.58894,29.2394,45.00231,55.17,30.747766,15.0,54.3080912399752,13.0,17936169.81,11064339.81,73.522
2011,1.549894950170454,53394.8618380061,54954.46391409641,3.15684156862206,1.8945,13.41504,29.14755,45.45388,54.97,29.905917,,54.4000010869003,,18096471.53,11112502.53,71.235
2012,2.280687603191851,54213.45955163895,55796.97191890179,2.06933726526059,1.8805,13.20783,28.50147,45.9838,54.88,29.842844,,54.4517325151956,,19936486.28,12166017.28,74.85
2013,1.841875395186875,54830.78406641636,56432.32776781375,1.46483265562714,1.8575,12.42892,28.86655,46.49167,55.05,31.450768,,54.5097744135136,,22734674.06,13708371.06,81.388
2014,2.287775932553586,55675.38685368617,57301.60042433978,1.62222297740821,1.8625,12.46115,28.16175,47.63922,55.01,31.641234,,54.6374101115587,,23935895.53,14344573.53,81.732
2015,2.706369581763994,56762.72945159889,58420.70304025331,0.118627135552435,1.8435,13.07115,28.09983,48.60504,55.0,31.437078,,55.0031100936375,,23981656.16,14173828.16,77.852
2016,1.667472075961868,57292.53878290908,58965.98748854292,1.26158320570537,1.8205,13.11805,27.60929,49.413,55.16,31.580608,,55.163679500139,,25288020.5,14872666.5,79.554
2017,2.241921215977484,58207.57831038802,59907.75426088469,2.13011000365963,1.7655,12.37899,26.81701,50.34262,55.47,31.775433,,55.2564422369784,,28747348.63,16733548.63,85.913
2018,2.945384831267802,59607.39366024961,61348.45659594741,2.44258329692818,1.7295,13.10175,26.89764,50.46012,55.22,29.580863,,55.2707752919828,,27680847.94,15995511.94,77.901
2019,2.294439077693113,60698.01129901785,62470.92991286692,1.81221007526015,1.706,,,,55.88,,,55.2788982097906,,32202445.22,18437568.22,86.234
2020,-2.767802511405776,58451.60671524433,60158.9104528302,1.23358439630637,1.6415,,,,53.91,,,55.5417132973439,,36123045.94,20398183.94,96.855
2021,5.945484761221721,61829.84562665993,63635.82381040801,4.69785886363739,1.664,,,,55.52,,,55.5417132973439,,40144848.38,22433409.38,96.218
2022,2.061593118514324,62866.71439102061,64702.97831054671,8.00279982052117,,,,,55.57,,,55.5417132973439,,35016906.81,20047432.81,78.733
